x_p       y_p       z_p       md1_p     m1z_p     ph1_p     x0s_p     y0s_p     Z0s_p   x1_p  y1_p    z1_p  x2_p   y2_p  z2_p  dc1_p   dc2_p  d_dc1   d_dc2  radius  mod2_p
   -59.507   -89.414    -2.803     0.028     0.013   -48.504   -59.547   -89.468    -3.320   -61.000   -86.000     0.000     0.000     0.000     0.000        24.144       0.00000   0.05508   0.00000   1.00000   0.00000   0.00000
   -59.516   -89.440    -3.800     0.019    -0.025   -68.582   -59.533   -89.484    -2.803   -61.000   -86.000     0.000     0.000     0.000     0.000        22.779       0.00000   0.05075   0.00000   1.00000   0.00000   0.00000
   -59.646   -89.498    -2.988     0.074     0.021   174.845   -59.527   -89.499    -3.800   -61.000   -86.000     0.000     0.000     0.000     0.000        22.712       0.00000   0.04913   0.00000   1.00000   0.00000   0.00000
   -59.489   -89.360    -2.404     0.105     0.015   -51.114   -59.585   -89.493    -2.988   -61.000   -86.000     0.000     0.000     0.000     0.000        22.824       0.00000   0.05360   0.00000   1.00000   0.00000   0.00000
   -59.367   -89.373    -2.111     0.130     0.007   -42.628   -59.533   -89.558    -2.404   -61.000   -86.000     0.000     0.000     0.000     0.000        22.477       0.00000   0.04777   0.00000   1.00000   0.00000   0.00000
   -59.226   -89.612    -2.041     0.131     0.002     9.523   -59.457   -89.627    -2.111   -61.000   -86.000     0.000     0.000     0.000     0.000        22.227       0.00000   0.05482   0.00000   1.00000   0.00000   0.00000
   -59.184   -89.688    -2.752     0.100    -0.018    28.129   -59.355   -89.610    -2.041   -61.000   -86.000     0.000     0.000     0.000     0.000        21.883       0.00000   0.06215   0.00000   1.00000   0.00000   0.00000
   -59.242   -89.648    -2.803     0.035    -0.001    65.895   -59.285   -89.573    -2.752   -61.000   -86.000     0.000     0.000     0.000     0.000        21.777       0.00000   0.06319   0.00000   1.00000   0.00000   0.00000
   -59.186   -89.767    -1.822     0.130     0.025    67.474   -59.274   -89.548    -2.803   -61.000   -86.000     0.000     0.000     0.000     0.000        22.487       0.00000   0.06822   0.00000   1.00000   0.00000   0.00000
   -59.181   -89.551    -3.000     0.034    -0.030    38.737   -59.235   -89.453    -1.822   -61.000   -86.000     0.000     0.000     0.000     0.000        21.891       0.00000   0.08483   0.00000   1.00000   0.00000   0.00000
   -59.293   -89.412    -2.953     0.059     0.001  -151.728   -59.213   -89.436    -3.000   -61.000   -86.000     0.000     0.000     0.000     0.000        21.847       0.00000   0.09192   0.00000   1.00000   0.00000   0.00000
   -59.417   -89.392    -2.092     0.100     0.022  -159.659   -59.255   -89.458    -2.953   -61.000   -86.000     0.000     0.000     0.000     0.000        21.763       0.00000   0.08089   0.00000   1.00000   0.00000   0.00000
   -59.363   -89.447    -0.774     0.016     0.033  -129.152   -59.329   -89.486    -2.092   -61.000   -86.000     0.000     0.000     0.000     0.000        22.628       0.00000   0.09261   0.00000   1.00000   0.00000   0.00000
   -59.294   -89.447    -0.193     0.037     0.015   -38.450   -59.337   -89.495    -0.774   -61.000   -86.000     0.000     0.000     0.000     0.000        20.726       0.00000   0.08626   0.00000   1.00000   0.00000   0.00000
   -59.223   -89.361    -2.201     0.100    -0.051   -58.213   -59.314   -89.514    -0.193   -61.000   -86.000     0.000     0.000     0.000     0.000        18.658       0.00000   0.07554   0.00000   1.00000   0.00000   0.00000
   -59.170   -89.487    -1.116     0.063     0.027   -28.099   -59.272   -89.580    -2.201   -61.000   -86.000     0.000     0.000     0.000     0.000        19.550       0.00000   0.08374   0.00000   1.00000   0.00000   0.00000
   -59.116   -89.396    -2.244     0.128    -0.029   -61.320   -59.228   -89.604    -1.116   -61.000   -86.000     0.000     0.000     0.000     0.000        18.741       0.00000   0.07355   0.00000   1.00000   0.00000   0.00000
   -59.222   -89.502    -3.490     0.086    -0.032  -112.626   -59.180   -89.693    -2.244   -61.000   -86.000     0.000     0.000     0.000     0.000        19.430       0.00000   0.07279   0.00000   1.00000   0.00000   0.00000
   -59.300   -89.664    -3.185     0.061     0.008  -155.818   -59.206   -89.756    -3.490   -61.000   -86.000     0.000     0.000     0.000     0.000        19.561       0.00000   0.06575   0.00000   1.00000   0.00000   0.00000
   -59.363   -89.625    -3.862     0.100    -0.017  -128.957   -59.250   -89.775    -3.185   -61.000   -86.000     0.000     0.000     0.000     0.000        20.231       0.00000   0.06236   0.00000   1.00000   0.00000   0.00000
   -59.345   -89.677    -4.086     0.074    -0.006  -105.578   -59.299   -89.837    -3.862   -61.000   -86.000     0.000     0.000     0.000     0.000        19.727       0.00000   0.06619   0.00000   1.00000   0.00000   0.00000
   -59.459   -89.912    -4.905     0.092    -0.021   155.800   -59.315   -89.893    -4.086   -61.000   -86.000     0.000     0.000     0.000     0.000        20.014       0.00000   0.07774   0.00000   1.00000   0.00000   0.00000
   -59.696   -89.984    -3.933     0.194     0.025   159.712   -59.381   -89.863    -4.905   -61.000   -86.000     0.000     0.000     0.000     0.000        20.690       0.00000   0.08674   0.00000   1.00000   0.00000   0.00000
   -59.695   -89.616    -4.030     0.161    -0.002  -120.674   -59.525   -89.810    -3.933   -61.000   -86.000     0.000     0.000     0.000     0.000        22.382       0.00000   0.07559   0.00000   1.00000   0.00000   0.00000
   -59.667   -89.776    -3.424     0.061     0.015  -123.785   -59.590   -89.920    -4.030   -61.000   -86.000     0.000     0.000     0.000     0.000        22.789       0.00000   0.06831   0.00000   1.00000   0.00000   0.00000
   -59.612   -90.161    -1.937     0.145     0.038    86.374   -59.617   -89.960    -3.424   -61.000   -86.000     0.000     0.000     0.000     0.000        23.070       0.00000   0.07227   0.00000   1.00000   0.00000   0.00000
   -59.676   -89.977    -2.158     0.057    -0.006   134.280   -59.610   -89.846    -1.937   -61.000   -86.000     0.000     0.000     0.000     0.000        21.783       0.00000   0.07676   0.00000   1.00000   0.00000   0.00000
   -59.629   -89.890    -2.510     0.029    -0.009    66.661   -59.641   -89.813    -2.158   -61.000   -86.000     0.000     0.000     0.000     0.000        21.650       0.00000   0.07861   0.00000   1.00000   0.00000   0.00000
   -59.582   -89.720    -2.329     0.064     0.005   -61.632   -59.632   -89.792    -2.510   -61.000   -86.000     0.000     0.000     0.000     0.000        21.593       0.00000   0.07419   0.00000   1.00000   0.00000   0.00000
   -59.455   -89.662    -3.767     0.129    -0.036   -45.690   -59.608   -89.837    -2.329   -61.000   -86.000     0.000     0.000     0.000     0.000        21.062       0.00000   0.07372   0.00000   1.00000   0.00000   0.00000
   -59.476   -89.722    -3.287     0.088     0.012   -72.072   -59.537   -89.909    -3.767   -61.000   -86.000     0.000     0.000     0.000     0.000        22.469       0.00000   0.07653   0.00000   1.00000   0.00000   0.00000
   -59.590   -89.955    -2.925     0.053     0.009   160.001   -59.516   -89.976    -3.287   -61.000   -86.000     0.000     0.000     0.000     0.000        22.331       0.00000   0.07473   0.00000   1.00000   0.00000   0.00000
   -59.501   -90.013    -3.213     0.049    -0.007    40.681   -59.555   -89.962    -2.925   -61.000   -86.000     0.000     0.000     0.000     0.000        22.547       0.00000   0.08782   0.00000   1.00000   0.00000   0.00000
   -59.543   -89.992    -2.867     0.028     0.009   118.509   -59.526   -89.936    -3.213   -61.000   -86.000     0.000     0.000     0.000     0.000        23.109       0.00000   0.08289   0.00000   1.00000   0.00000   0.00000
   -59.579   -90.115    -4.497     0.114    -0.041   102.687   -59.536   -89.917    -2.867   -61.000   -86.000     0.000     0.000     0.000     0.000        22.297       0.00000   0.07408   0.00000   1.00000   0.00000   0.00000
   -59.551   -89.967    -4.438     0.049     0.001    83.084   -59.556   -89.829    -4.497   -61.000   -86.000     0.000     0.000     0.000     0.000        22.416       0.00000   0.07755   0.00000   1.00000   0.00000   0.00000
   -59.582   -89.802    -4.526     0.024    -0.002  -143.358   -59.551   -89.790    -4.438   -61.000   -86.000     0.000     0.000     0.000     0.000        22.252       0.00000   0.07645   0.00000   1.00000   0.00000   0.00000
   -59.605   -89.875    -3.832     0.050     0.018   115.886   -59.566   -89.801    -4.526   -61.000   -86.000     0.000     0.000     0.000     0.000        21.932       0.00000   0.07880   0.00000   1.00000   0.00000   0.00000
   -59.642   -89.970    -1.568     0.115     0.057   106.510   -59.583   -89.766    -3.832   -61.000   -86.000     0.000     0.000     0.000     0.000        22.424       0.00000   0.06985   0.00000   1.00000   0.00000   0.00000
   -59.536   -89.813    -1.649     0.067    -0.002    43.438   -59.609   -89.679    -1.568   -61.000   -86.000     0.000     0.000     0.000     0.000        21.904       0.00000   0.07252   0.00000   1.00000   0.00000   0.00000
   -59.497   -89.706    -1.849     0.044    -0.005    23.853   -59.571   -89.642    -1.649   -61.000   -86.000     0.000     0.000     0.000     0.000        22.574       0.00000   0.06195   0.00000   1.00000   0.00000   0.00000
   -59.449   -89.616    -2.836     0.052    -0.025   -19.068   -59.539   -89.628    -1.849   -61.000   -86.000     0.000     0.000     0.000     0.000        22.659       0.00000   0.05568   0.00000   1.00000   0.00000   0.00000
   -59.337   -89.592    -2.148     0.097     0.017   -16.306   -59.500   -89.642    -2.836   -61.000   -86.000     0.000     0.000     0.000     0.000        23.269       0.00000   0.05601   0.00000   1.00000   0.00000   0.00000
   -59.227   -89.599    -2.088     0.114     0.002   -15.490   -59.427   -89.663    -2.148   -61.000   -86.000     0.000     0.000     0.000     0.000        22.460       0.00000   0.05300   0.00000   1.00000   0.00000   0.00000
   -59.248   -89.735    -1.487     0.057     0.015    43.622   -59.339   -89.687    -2.088   -61.000   -86.000     0.000     0.000     0.000     0.000        21.573       0.00000   0.05003   0.00000   1.00000   0.00000   0.00000
   -59.233   -89.601    -0.102     0.057     0.035   -48.767   -59.307   -89.656    -1.487   -61.000   -86.000     0.000     0.000     0.000     0.000        21.346       0.00000   0.05283   0.00000   1.00000   0.00000   0.00000
   -59.154   -89.635    -0.964     0.072    -0.022   -18.185   -59.277   -89.690    -0.102   -61.000   -86.000     0.000     0.000     0.000     0.000        19.700       0.00000   0.05238   0.00000   1.00000   0.00000   0.00000
   -58.995   -89.738    -1.395     0.132    -0.011    11.939   -59.222   -89.708    -0.964   -61.000   -86.000     0.000     0.000     0.000     0.000        20.753       0.00000   0.07150   0.00000   1.00000   0.00000   0.00000
   -58.943   -89.573    -1.188     0.118     0.005   -39.153   -59.120   -89.686    -1.395   -61.000   -86.000     0.000     0.000     0.000     0.000        18.963       0.00000   0.07387   0.00000   1.00000   0.00000   0.00000
   -59.009   -89.544    -3.084     0.102    -0.048   -83.956   -59.047   -89.745    -1.188   -61.000   -86.000     0.000     0.000     0.000     0.000        15.418       0.00000   0.08105   0.00000   1.00000   0.00000   0.00000
   -59.106   -89.641    -4.012     0.089    -0.023  -119.661   -59.039   -89.826    -3.084   -61.000   -86.000     0.000     0.000     0.000     0.000        18.921       0.00000   0.07161   0.00000   1.00000   0.00000   0.00000
   -59.433   -90.011    -3.910     0.238     0.003   153.814   -59.074   -89.887    -4.012   -61.000   -86.000     0.000     0.000     0.000     0.000        21.684       0.00000   0.06847   0.00000   1.00000   0.00000   0.00000
   -59.485   -89.998    -3.093     0.154     0.021   143.209   -59.243   -89.804    -3.910   -61.000   -86.000     0.000     0.000     0.000     0.000        24.418       0.00000   0.06801   0.00000   1.00000   0.00000   0.00000
   -59.517   -90.076    -3.087     0.198     0.000   116.748   -59.341   -89.731    -3.093   -61.000   -86.000     0.000     0.000     0.000     0.000        23.715       0.00000   0.06946   0.00000   1.00000   0.00000   0.00000
   -59.462   -89.955    -4.067     0.163    -0.025    96.303   -59.411   -89.591    -3.087   -61.000   -86.000     0.000     0.000     0.000     0.000        23.268       0.00000   0.07182   0.00000   1.00000   0.00000   0.00000
   -59.516   -89.496    -2.926     0.064     0.029  -141.990   -59.426   -89.462    -4.067   -61.000   -86.000     0.000     0.000     0.000     0.000        23.266       0.00000   0.06671   0.00000   1.00000   0.00000   0.00000
   -59.481   -89.394    -3.061     0.061    -0.003   -93.376   -59.465   -89.493    -2.926   -61.000   -86.000     0.000     0.000     0.000     0.000        21.484       0.00000   0.06382   0.00000   1.00000   0.00000   0.00000
   -59.254   -89.402    -3.432     0.148    -0.009   -26.859   -59.468   -89.542    -3.061   -61.000   -86.000     0.000     0.000     0.000     0.000        21.572       0.00000   0.06491   0.00000   1.00000   0.00000   0.00000
   -59.333   -89.417    -3.539     0.084    -0.003   -86.485   -59.364   -89.594    -3.432   -61.000   -86.000     0.000     0.000     0.000     0.000        22.033       0.00000   0.06908   0.00000   1.00000   0.00000   0.00000
   -59.553   -89.564    -3.736     0.124    -0.005  -166.255   -59.360   -89.661    -3.539   -61.000   -86.000     0.000     0.000     0.000     0.000        21.313       0.00000   0.07146   0.00000   1.00000   0.00000   0.00000
   -59.464   -89.622    -2.841     0.024     0.023   -74.362   -59.455   -89.684    -3.736   -61.000   -86.000     0.000     0.000     0.000     0.000        20.763       0.00000   0.06963   0.00000   1.00000   0.00000   0.00000
   -59.373   -89.641    -2.570     0.056     0.007   -29.610   -59.450   -89.703    -2.841   -61.000   -86.000     0.000     0.000     0.000     0.000        19.071       0.00000   0.06258   0.00000   1.00000   0.00000   0.00000
   -59.509   -89.871    -2.065     0.118     0.013   122.787   -59.412   -89.724    -2.570   -61.000   -86.000     0.000     0.000     0.000     0.000        20.933       0.00000   0.06531   0.00000   1.00000   0.00000   0.00000
   -59.383   -89.646     0.119     0.060     0.055   -27.247   -59.462   -89.646    -2.065   -61.000   -86.000     0.000     0.000     0.000     0.000        18.880       0.00000   0.06672   0.00000   1.00000   0.00000   0.00000
