x_p       y_p       z_p       md1_p     m1z_p     ph1_p     x0s_p     y0s_p     Z0s_p   x1_p  y1_p    z1_p  x2_p   y2_p  z2_p  dc1_p   dc2_p  d_dc1   d_dc2  radius  mod2_p
   -64.050   -88.913    -4.740     0.109    -0.011   177.587   -63.882   -88.830    -4.318   -61.000   -86.000     0.000     0.000     0.000     0.000         8.741       0.00000   0.10484   0.00000   1.00000   0.00000   0.00000
   -64.015   -88.728    -6.271     0.073    -0.039  -104.616   -63.969   -88.827    -4.740   -61.000   -86.000     0.000     0.000     0.000     0.000         8.298       0.00000   0.11618   0.00000   1.00000   0.00000   0.00000
   -64.044   -88.711    -7.508     0.091    -0.031  -111.117   -63.984   -88.882    -6.271   -61.000   -86.000     0.000     0.000     0.000     0.000         8.666       0.00000   0.10547   0.00000   1.00000   0.00000   0.00000
   -63.948   -88.746    -9.999     0.103    -0.063   -66.416   -64.010   -88.950    -7.508   -61.000   -86.000     0.000     0.000     0.000     0.000         8.864       0.00000   0.09704   0.00000   1.00000   0.00000   0.00000
   -64.231   -88.996    -9.713     0.158     0.007   174.022   -63.977   -89.025    -9.999   -61.000   -86.000     0.000     0.000     0.000     0.000         7.567       0.00000   0.09410   0.00000   1.00000   0.00000   0.00000
   -64.236   -88.948    -9.305     0.075     0.010  -150.883   -64.102   -89.012    -9.713   -61.000   -86.000     0.000     0.000     0.000     0.000         7.707       0.00000   0.08499   0.00000   1.00000   0.00000   0.00000
   -64.164   -89.157    -8.696     0.082     0.015    87.201   -64.154   -89.041    -9.305   -61.000   -86.000     0.000     0.000     0.000     0.000         8.660       0.00000   0.08348   0.00000   1.00000   0.00000   0.00000
   -64.232   -89.092    -9.148     0.068    -0.011   134.781   -64.150   -88.976    -8.696   -61.000   -86.000     0.000     0.000     0.000     0.000         9.307       0.00000   0.09512   0.00000   1.00000   0.00000   0.00000
   -64.183   -88.850   -10.071     0.073    -0.023   -83.435   -64.188   -88.938    -9.148   -61.000   -86.000     0.000     0.000     0.000     0.000         9.693       0.00000   0.09899   0.00000   1.00000   0.00000   0.00000
   -64.402   -89.031   -10.202     0.139    -0.003   163.604   -64.182   -88.995   -10.071   -61.000   -86.000     0.000     0.000     0.000     0.000         9.314       0.00000   0.08926   0.00000   1.00000   0.00000   0.00000
   -64.344   -89.049   -10.283     0.048    -0.002   114.900   -64.287   -88.964   -10.202   -61.000   -86.000     0.000     0.000     0.000     0.000         9.063       0.00000   0.08484   0.00000   1.00000   0.00000   0.00000
   -64.416   -88.970   -10.218     0.064     0.002   170.640   -64.303   -88.929   -10.283   -61.000   -86.000     0.000     0.000     0.000     0.000         9.081       0.00000   0.08689   0.00000   1.00000   0.00000   0.00000
   -64.607   -88.802    -8.717     0.166     0.038  -151.833   -64.353   -88.921   -10.218   -61.000   -86.000     0.000     0.000     0.000     0.000         9.254       0.00000   0.08481   0.00000   1.00000   0.00000   0.00000
   -64.699   -88.733    -7.237     0.178     0.037  -133.344   -64.469   -88.983    -8.717   -61.000   -86.000     0.000     0.000     0.000     0.000         9.551       0.00000   0.07939   0.00000   1.00000   0.00000   0.00000
   -64.596   -88.916    -5.922     0.060     0.033   -92.180   -64.566   -89.086    -7.237   -61.000   -86.000     0.000     0.000     0.000     0.000         9.079       0.00000   0.10584   0.00000   1.00000   0.00000   0.00000
   -64.455   -89.123    -7.145     0.075    -0.031    15.917   -64.568   -89.133    -5.922   -61.000   -86.000     0.000     0.000     0.000     0.000         8.860       0.00000   0.09721   0.00000   1.00000   0.00000   0.00000
   -64.298   -89.128    -7.740     0.122    -0.015     2.866   -64.511   -89.117    -7.145   -61.000   -86.000     0.000     0.000     0.000     0.000         9.091       0.00000   0.10508   0.00000   1.00000   0.00000   0.00000
   -64.270   -89.000    -6.997     0.101     0.019   -43.422   -64.414   -89.112    -7.740   -61.000   -86.000     0.000     0.000     0.000     0.000         9.143       0.00000   0.12212   0.00000   1.00000   0.00000   0.00000
   -64.032   -89.303    -9.910     0.212    -0.074    28.843   -64.356   -89.167    -6.997   -61.000   -86.000     0.000     0.000     0.000     0.000         9.441       0.00000   0.11431   0.00000   1.00000   0.00000   0.00000
   -64.259   -89.081    -9.504     0.060     0.010  -150.702   -64.209   -89.086    -9.910   -61.000   -86.000     0.000     0.000     0.000     0.000         9.282       0.00000   0.10887   0.00000   1.00000   0.00000   0.00000
   -64.187   -89.142    -9.239     0.045     0.007    31.053   -64.250   -89.109    -9.504   -61.000   -86.000     0.000     0.000     0.000     0.000         9.388       0.00000   0.09612   0.00000   1.00000   0.00000   0.00000
   -64.051   -89.120    -8.959     0.099     0.007     6.716   -64.219   -89.090    -9.239   -61.000   -86.000     0.000     0.000     0.000     0.000         9.709       0.00000   0.10640   0.00000   1.00000   0.00000   0.00000
   -63.989   -89.099    -9.779     0.082    -0.021     4.343   -64.142   -89.081    -8.959   -61.000   -86.000     0.000     0.000     0.000     0.000         9.836       0.00000   0.09318   0.00000   1.00000   0.00000   0.00000
   -64.104   -89.165    -8.412     0.058     0.035   117.906   -64.077   -89.076    -9.779   -61.000   -86.000     0.000     0.000     0.000     0.000        10.098       0.00000   0.10029   0.00000   1.00000   0.00000   0.00000
   -64.342   -89.224    -7.254     0.177     0.029   146.196   -64.098   -89.036    -8.412   -61.000   -86.000     0.000     0.000     0.000     0.000         9.607       0.00000   0.11041   0.00000   1.00000   0.00000   0.00000
   -64.366   -89.187    -8.199     0.131    -0.024   125.615   -64.215   -88.958    -7.254   -61.000   -86.000     0.000     0.000     0.000     0.000         9.646       0.00000   0.10103   0.00000   1.00000   0.00000   0.00000
   -64.431   -89.010    -8.037     0.095     0.004   151.857   -64.275   -88.874    -8.199   -61.000   -86.000     0.000     0.000     0.000     0.000         9.248       0.00000   0.10096   0.00000   1.00000   0.00000   0.00000
   -64.171   -88.895    -8.887     0.115    -0.022     6.610   -64.341   -88.839    -8.037   -61.000   -86.000     0.000     0.000     0.000     0.000         9.231       0.00000   0.13670   0.00000   1.00000   0.00000   0.00000
   -64.264   -88.754    -8.543     0.056     0.009  -108.382   -64.251   -88.828    -8.887   -61.000   -86.000     0.000     0.000     0.000     0.000         9.140       0.00000   0.12771   0.00000   1.00000   0.00000   0.00000
   -64.427   -88.889    -9.398     0.101    -0.022   165.406   -64.265   -88.870    -8.543   -61.000   -86.000     0.000     0.000     0.000     0.000         8.884       0.00000   0.13234   0.00000   1.00000   0.00000   0.00000
   -64.381   -88.832    -9.122     0.020     0.007  -130.541   -64.343   -88.850    -9.398   -61.000   -86.000     0.000     0.000     0.000     0.000         8.852       0.00000   0.12470   0.00000   1.00000   0.00000   0.00000
   -64.254   -88.773    -8.329     0.081     0.020   -38.512   -64.353   -88.863    -9.122   -61.000   -86.000     0.000     0.000     0.000     0.000         8.733       0.00000   0.11452   0.00000   1.00000   0.00000   0.00000
   -64.177   -88.846    -9.700     0.073    -0.035   -15.040   -64.303   -88.903    -8.329   -61.000   -86.000     0.000     0.000     0.000     0.000         9.497       0.00000   0.11193   0.00000   1.00000   0.00000   0.00000
   -64.379   -88.871   -10.343     0.090    -0.016  -167.669   -64.247   -88.917    -9.700   -61.000   -86.000     0.000     0.000     0.000     0.000         9.399       0.00000   0.11134   0.00000   1.00000   0.00000   0.00000
   -64.430   -89.045    -9.388     0.097     0.024   128.708   -64.317   -88.933   -10.343   -61.000   -86.000     0.000     0.000     0.000     0.000         8.442       0.00000   0.12112   0.00000   1.00000   0.00000   0.00000
   -64.531   -88.775    -7.704     0.122     0.043  -139.161   -64.365   -88.873    -9.388   -61.000   -86.000     0.000     0.000     0.000     0.000         9.232       0.00000   0.12369   0.00000   1.00000   0.00000   0.00000
   -64.596   -88.742    -9.321     0.129    -0.041  -130.624   -64.439   -88.936    -7.704   -61.000   -86.000     0.000     0.000     0.000     0.000         8.721       0.00000   0.12455   0.00000   1.00000   0.00000   0.00000
   -64.494   -88.729    -8.587     0.141     0.019   -82.773   -64.505   -89.014    -9.321   -61.000   -86.000     0.000     0.000     0.000     0.000         8.469       0.00000   0.14735   0.00000   1.00000   0.00000   0.00000
   -64.401   -89.122    -8.554     0.072     0.001    40.188   -64.491   -89.125    -8.587   -61.000   -86.000     0.000     0.000     0.000     0.000         8.681       0.00000   0.15292   0.00000   1.00000   0.00000   0.00000
   -64.298   -88.855    -8.436     0.169     0.003   -59.574   -64.448   -89.088    -8.554   -61.000   -86.000     0.000     0.000     0.000     0.000         8.861       0.00000   0.13302   0.00000   1.00000   0.00000   0.00000
   -64.417   -88.931    -8.061     0.127     0.009  -104.691   -64.380   -89.203    -8.436   -61.000   -86.000     0.000     0.000     0.000     0.000         9.079       0.00000   0.12113   0.00000   1.00000   0.00000   0.00000
   -64.291   -89.065    -9.506     0.121    -0.037   -54.080   -64.406   -89.300    -8.061   -61.000   -86.000     0.000     0.000     0.000     0.000         9.222       0.00000   0.11773   0.00000   1.00000   0.00000   0.00000
   -64.218   -89.013    -9.682     0.197    -0.004   -68.352   -64.350   -89.377    -9.506   -61.000   -86.000     0.000     0.000     0.000     0.000         8.844       0.00000   0.11833   0.00000   1.00000   0.00000   0.00000
   -64.343   -89.314    -9.803     0.076    -0.003  -121.460   -64.292   -89.523    -9.682   -61.000   -86.000     0.000     0.000     0.000     0.000         8.725       0.00000   0.12544   0.00000   1.00000   0.00000   0.00000
   -64.378   -89.486   -10.061     0.038    -0.007  -144.767   -64.323   -89.574    -9.803   -61.000   -86.000     0.000     0.000     0.000     0.000         8.508       0.00000   0.11415   0.00000   1.00000   0.00000   0.00000
   -64.496   -89.617   -11.023     0.091    -0.024   161.913   -64.348   -89.591   -10.061   -61.000   -86.000     0.000     0.000     0.000     0.000         8.858       0.00000   0.09775   0.00000   1.00000   0.00000   0.00000
   -64.637   -89.637   -11.385     0.129    -0.009   163.893   -64.416   -89.569   -11.023   -61.000   -86.000     0.000     0.000     0.000     0.000         8.772       0.00000   0.10737   0.00000   1.00000   0.00000   0.00000
   -64.495   -89.611   -11.959     0.041    -0.015    49.553   -64.514   -89.540   -11.385   -61.000   -86.000     0.000     0.000     0.000     0.000         9.236       0.00000   0.09707   0.00000   1.00000   0.00000   0.00000
   -64.614   -89.567   -11.872     0.075     0.002   164.955   -64.493   -89.516   -11.959   -61.000   -86.000     0.000     0.000     0.000     0.000         8.716       0.00000   0.10262   0.00000   1.00000   0.00000   0.00000
   -64.883   -89.570   -10.904     0.197     0.025   169.874   -64.551   -89.500   -11.872   -61.000   -86.000     0.000     0.000     0.000     0.000         8.599       0.00000   0.08897   0.00000   1.00000   0.00000   0.00000
   -64.799   -89.499   -10.164     0.036     0.019   173.596   -64.704   -89.473   -10.904   -61.000   -86.000     0.000     0.000     0.000     0.000         8.945       0.00000   0.07985   0.00000   1.00000   0.00000   0.00000
   -64.611   -89.581    -8.998     0.104     0.030    37.999   -64.733   -89.469   -10.164   -61.000   -86.000     0.000     0.000     0.000     0.000         9.358       0.00000   0.10656   0.00000   1.00000   0.00000   0.00000
   -64.512   -89.450    -8.636     0.088     0.009    -0.435   -64.668   -89.419    -8.998   -61.000   -86.000     0.000     0.000     0.000     0.000         9.540       0.00000   0.10488   0.00000   1.00000   0.00000   0.00000
   -64.509   -89.353    -7.814     0.062     0.021   -45.360   -64.598   -89.419    -8.636   -61.000   -86.000     0.000     0.000     0.000     0.000         9.283       0.00000   0.10637   0.00000   1.00000   0.00000   0.00000
   -64.430   -89.539    -8.627     0.098    -0.021    40.598   -64.564   -89.454    -7.814   -61.000   -86.000     0.000     0.000     0.000     0.000         9.738       0.00000   0.10973   0.00000   1.00000   0.00000   0.00000
   -64.655   -89.520    -8.311     0.114     0.008   151.583   -64.505   -89.403    -8.627   -61.000   -86.000     0.000     0.000     0.000     0.000         9.791       0.00000   0.11706   0.00000   1.00000   0.00000   0.00000
   -64.573   -89.354    -7.552     0.028     0.019   -57.284   -64.584   -89.360    -8.311   -61.000   -86.000     0.000     0.000     0.000     0.000         9.346       0.00000   0.10696   0.00000   1.00000   0.00000   0.00000
   -64.434   -89.447    -6.313     0.095     0.031    27.866   -64.572   -89.379    -7.552   -61.000   -86.000     0.000     0.000     0.000     0.000         8.950       0.00000   0.09950   0.00000   1.00000   0.00000   0.00000
   -64.296   -89.564    -6.874     0.169    -0.014    45.698   -64.506   -89.344    -6.313   -61.000   -86.000     0.000     0.000     0.000     0.000         8.628       0.00000   0.10415   0.00000   1.00000   0.00000   0.00000
   -64.264   -89.408    -7.248     0.096    -0.009    37.722   -64.412   -89.248    -6.874   -61.000   -86.000     0.000     0.000     0.000     0.000         9.276       0.00000   0.09987   0.00000   1.00000   0.00000   0.00000
   -64.031   -89.248    -6.907     0.184     0.009     0.939   -64.352   -89.202    -7.248   -61.000   -86.000     0.000     0.000     0.000     0.000         9.455       0.00000   0.08982   0.00000   1.00000   0.00000   0.00000
   -64.265   -89.218    -6.149     0.057     0.019   174.750   -64.206   -89.199    -6.907   -61.000   -86.000     0.000     0.000     0.000     0.000         9.341       0.00000   0.09091   0.00000   1.00000   0.00000   0.00000
   -64.245   -89.362    -3.883     0.099     0.057    86.807   -64.251   -89.195    -6.149   -61.000   -86.000     0.000     0.000     0.000     0.000         8.874       0.00000   0.08963   0.00000   1.00000   0.00000   0.00000
   -64.004   -89.239    -4.632     0.154    -0.019    16.706   -64.247   -89.117    -3.883   -61.000   -86.000     0.000     0.000     0.000     0.000         7.856       0.00000   0.09165   0.00000   1.00000   0.00000   0.00000
   -64.086   -89.234    -6.450     0.074    -0.046    81.044   -64.130   -89.082    -4.632   -61.000   -86.000     0.000     0.000     0.000     0.000         8.909       0.00000   0.09282   0.00000   1.00000   0.00000   0.00000
   -64.267   -89.324    -6.503     0.182    -0.001   120.654   -64.121   -89.024    -6.450   -61.000   -86.000     0.000     0.000     0.000     0.000         9.394       0.00000   0.11416   0.00000   1.00000   0.00000   0.00000
   -64.060   -89.155    -6.677     0.137    -0.004    48.734   -64.195   -88.900    -6.503   -61.000   -86.000     0.000     0.000     0.000     0.000         9.104       0.00000   0.11257   0.00000   1.00000   0.00000   0.00000
   -64.129   -88.938    -6.520     0.034     0.004   109.394   -64.123   -88.818    -6.677   -61.000   -86.000     0.000     0.000     0.000     0.000         9.015       0.00000   0.11055   0.00000   1.00000   0.00000   0.00000
   -64.117   -88.851    -7.077     0.019    -0.014    64.528   -64.132   -88.793    -6.520   -61.000   -86.000     0.000     0.000     0.000     0.000         7.840       0.00000   0.12216   0.00000   1.00000   0.00000   0.00000
   -64.208   -88.686   -10.212     0.083    -0.079  -128.102   -64.125   -88.780    -7.077   -61.000   -86.000     0.000     0.000     0.000     0.000         8.299       0.00000   0.12488   0.00000   1.00000   0.00000   0.00000
   -64.368   -88.742   -10.082     0.123     0.003  -162.633   -64.166   -88.832   -10.212   -61.000   -86.000     0.000     0.000     0.000     0.000         8.447       0.00000   0.12731   0.00000   1.00000   0.00000   0.00000
   -64.371   -88.650    -9.212     0.126     0.022  -115.926   -64.259   -88.861   -10.082   -61.000   -86.000     0.000     0.000     0.000     0.000         8.008       0.00000   0.11033   0.00000   1.00000   0.00000   0.00000
   -64.415   -88.904    -9.595     0.061    -0.010   172.371   -64.302   -88.950    -9.212   -61.000   -86.000     0.000     0.000     0.000     0.000         8.333       0.00000   0.14384   0.00000   1.00000   0.00000   0.00000
   -64.632   -88.480   -10.430     0.321    -0.021  -120.563   -64.350   -88.944    -9.595   -61.000   -86.000     0.000     0.000     0.000     0.000         8.185       0.00000   0.15067   0.00000   1.00000   0.00000   0.00000
   -64.767   -88.969   -12.553     0.160    -0.054  -167.610   -64.479   -89.163   -10.430   -61.000   -86.000     0.000     0.000     0.000     0.000         8.100       0.00000   0.14672   0.00000   1.00000   0.00000   0.00000
   -64.670   -89.176   -11.535     0.028     0.026   139.056   -64.603   -89.190   -12.553   -61.000   -86.000     0.000     0.000     0.000     0.000         7.920       0.00000   0.14647   0.00000   1.00000   0.00000   0.00000
   -64.850   -89.082   -10.479     0.145     0.027  -157.176   -64.619   -89.175   -11.535   -61.000   -86.000     0.000     0.000     0.000     0.000         7.840       0.00000   0.13917   0.00000   1.00000   0.00000   0.00000
   -65.044   -88.912    -9.563     0.246     0.023  -136.371   -64.725   -89.220   -10.479   -61.000   -86.000     0.000     0.000     0.000     0.000         8.012       0.00000   0.13898   0.00000   1.00000   0.00000   0.00000
   -64.786   -89.107    -9.023     0.119     0.014   -53.887   -64.866   -89.354    -9.563   -61.000   -86.000     0.000     0.000     0.000     0.000         8.809       0.00000   0.12598   0.00000   1.00000   0.00000   0.00000
   -64.502   -89.255    -9.425     0.196    -0.010   -20.069   -64.811   -89.430    -9.023   -61.000   -86.000     0.000     0.000     0.000     0.000         9.118       0.00000   0.10840   0.00000   1.00000   0.00000   0.00000
   -64.654   -89.545    -7.365     0.066     0.052   101.223   -64.665   -89.484    -9.425   -61.000   -86.000     0.000     0.000     0.000     0.000         9.574       0.00000   0.09226   0.00000   1.00000   0.00000   0.00000
   -64.433   -89.349    -8.680     0.158    -0.033   -23.848   -64.675   -89.432    -7.365   -61.000   -86.000     0.000     0.000     0.000     0.000         9.346       0.00000   0.07957   0.00000   1.00000   0.00000   0.00000
   -64.576   -89.281    -7.508     0.109     0.030  -103.051   -64.561   -89.483    -8.680   -61.000   -86.000     0.000     0.000     0.000     0.000         9.438       0.00000   0.08731   0.00000   1.00000   0.00000   0.00000
   -64.343   -89.489    -6.261     0.144     0.032    -5.096   -64.580   -89.567    -7.508   -61.000   -86.000     0.000     0.000     0.000     0.000         9.300       0.00000   0.08583   0.00000   1.00000   0.00000   0.00000
   -64.350   -89.511    -5.782     0.063     0.012   -27.771   -64.467   -89.577    -6.261   -61.000   -86.000     0.000     0.000     0.000     0.000         8.735       0.00000   0.08418   0.00000   1.00000   0.00000   0.00000
   -64.198   -89.391    -7.008     0.172    -0.031   -42.345   -64.422   -89.600    -5.782   -61.000   -86.000     0.000     0.000     0.000     0.000         8.622       0.00000   0.08742   0.00000   1.00000   0.00000   0.00000
   -63.878   -89.633   -10.325     0.254    -0.084     0.129   -64.322   -89.692    -7.008   -61.000   -86.000     0.000     0.000     0.000     0.000         8.024       0.00000   0.09207   0.00000   1.00000   0.00000   0.00000
   -64.200   -89.613   -10.093     0.087     0.006  -152.543   -64.121   -89.691   -10.325   -61.000   -86.000     0.000     0.000     0.000     0.000         7.999       0.00000   0.09999   0.00000   1.00000   0.00000   0.00000
   -64.409   -89.831   -10.047     0.156     0.001   149.881   -64.182   -89.723   -10.093   -61.000   -86.000     0.000     0.000     0.000     0.000         7.800       0.00000   0.09348   0.00000   1.00000   0.00000   0.00000
   -64.341   -89.680    -9.464     0.019     0.015  -152.175   -64.289   -89.661   -10.047   -61.000   -86.000     0.000     0.000     0.000     0.000         7.416       0.00000   0.08543   0.00000   1.00000   0.00000   0.00000
   -64.298   -89.572    -9.256     0.061     0.005   -83.115   -64.303   -89.668    -9.464   -61.000   -86.000     0.000     0.000     0.000     0.000         7.939       0.00000   0.07335   0.00000   1.00000   0.00000   0.00000
   -64.222   -89.747   -10.108     0.058    -0.022    38.279   -64.297   -89.716    -9.256   -61.000   -86.000     0.000     0.000     0.000     0.000         8.213       0.00000   0.09623   0.00000   1.00000   0.00000   0.00000
   -64.484   -89.449   -11.284     0.207    -0.030  -132.642   -64.261   -89.687   -10.108   -61.000   -86.000     0.000     0.000     0.000     0.000         8.718       0.00000   0.08650   0.00000   1.00000   0.00000   0.00000
   -64.522   -89.999   -10.262     0.178     0.026   115.873   -64.371   -89.808   -11.284   -61.000   -86.000     0.000     0.000     0.000     0.000         8.500       0.00000   0.09756   0.00000   1.00000   0.00000   0.00000
   -64.643   -90.082    -9.172     0.235     0.028   119.758   -64.433   -89.681   -10.262   -61.000   -86.000     0.000     0.000     0.000     0.000         8.169       0.00000   0.09274   0.00000   1.00000   0.00000   0.00000
   -64.607   -89.439    -8.282     0.122     0.023  -106.740   -64.525   -89.519    -9.172   -61.000   -86.000     0.000     0.000     0.000     0.000         8.684       0.00000   0.07959   0.00000   1.00000   0.00000   0.00000
   -64.389   -89.532   -10.096     0.109    -0.046   -14.508   -64.553   -89.612    -8.282   -61.000   -86.000     0.000     0.000     0.000     0.000         8.180       0.00000   0.09822   0.00000   1.00000   0.00000   0.00000
   -64.632   -89.451   -11.486     0.146    -0.035  -137.843   -64.469   -89.633   -10.096   -61.000   -86.000     0.000     0.000     0.000     0.000         8.755       0.00000   0.11648   0.00000   1.00000   0.00000   0.00000
   -64.579   -89.637   -10.392     0.015     0.028  -110.442   -64.555   -89.711   -11.486   -61.000   -86.000     0.000     0.000     0.000     0.000         8.520       0.00000   0.13342   0.00000   1.00000   0.00000   0.00000
   -64.642   -89.735    -9.693     0.051     0.018   158.857   -64.559   -89.722   -10.392   -61.000   -86.000     0.000     0.000     0.000     0.000         7.873       0.00000   0.13477   0.00000   1.00000   0.00000   0.00000
   -64.425   -89.857   -10.614     0.140    -0.023    38.523   -64.597   -89.707    -9.693   -61.000   -86.000     0.000     0.000     0.000     0.000         8.275       0.00000   0.12811   0.00000   1.00000   0.00000   0.00000
   -64.230   -89.767   -10.693     0.167    -0.002    17.863   -64.510   -89.638   -10.614   -61.000   -86.000     0.000     0.000     0.000     0.000         9.117       0.00000   0.13574   0.00000   1.00000   0.00000   0.00000
   -64.393   -89.568    -9.196     0.045     0.038  -121.939   -64.384   -89.598   -10.693   -61.000   -86.000     0.000     0.000     0.000     0.000         9.136       0.00000   0.13853   0.00000   1.00000   0.00000   0.00000
   -64.395   -89.767    -8.486     0.092     0.018    87.764   -64.403   -89.628    -9.196   -61.000   -86.000     0.000     0.000     0.000     0.000         9.046       0.00000   0.16216   0.00000   1.00000   0.00000   0.00000
   -64.507   -89.713    -9.295     0.096    -0.020   133.334   -64.400   -89.555    -8.486   -61.000   -86.000     0.000     0.000     0.000     0.000         9.078       0.00000   0.15159   0.00000   1.00000   0.00000   0.00000
   -64.538   -89.619   -10.280     0.065    -0.025   134.590   -64.452   -89.500    -9.295   -61.000   -86.000     0.000     0.000     0.000     0.000         9.259       0.00000   0.13291   0.00000   1.00000   0.00000   0.00000
   -64.672   -89.428   -10.528     0.113    -0.006  -158.971   -64.488   -89.463   -10.280   -61.000   -86.000     0.000     0.000     0.000     0.000         9.502       0.00000   0.11393   0.00000   1.00000   0.00000   0.00000
   -64.772   -89.657   -11.296     0.152    -0.019   135.856   -64.572   -89.496   -10.528   -61.000   -86.000     0.000     0.000     0.000     0.000         9.600       0.00000   0.11596   0.00000   1.00000   0.00000   0.00000
   -64.730   -89.507   -11.166     0.041     0.003   136.767   -64.658   -89.412   -11.296   -61.000   -86.000     0.000     0.000     0.000     0.000         8.883       0.00000   0.12163   0.00000   1.00000   0.00000   0.00000
   -64.696   -89.106   -10.980     0.186     0.005   -90.869   -64.682   -89.390   -11.166   -61.000   -86.000     0.000     0.000     0.000     0.000         7.958       0.00000   0.11180   0.00000   1.00000   0.00000   0.00000
   -64.904   -88.937    -9.569     0.338     0.036  -112.927   -64.684   -89.537   -10.980   -61.000   -86.000     0.000     0.000     0.000     0.000         7.485       0.00000   0.11780   0.00000   1.00000   0.00000   0.00000
   -64.976   -89.277   -10.658     0.228    -0.028  -116.018   -64.788   -89.784    -9.569   -61.000   -86.000     0.000     0.000     0.000     0.000         7.547       0.00000   0.11692   0.00000   1.00000   0.00000   0.00000
   -64.853   -89.625   -11.531     0.115    -0.022   -79.209   -64.867   -89.946   -10.658   -61.000   -86.000     0.000     0.000     0.000     0.000         7.241       0.00000   0.11683   0.00000   1.00000   0.00000   0.00000
   -64.912   -89.881   -10.337     0.058     0.030  -130.146   -64.850   -90.036   -11.531   -61.000   -86.000     0.000     0.000     0.000     0.000         7.223       0.00000   0.10717   0.00000   1.00000   0.00000   0.00000
   -65.099   -89.832   -10.459     0.177    -0.003  -136.683   -64.880   -90.071   -10.337   -61.000   -86.000     0.000     0.000     0.000     0.000         7.476       0.00000   0.10343   0.00000   1.00000   0.00000   0.00000
   -65.070   -89.928    -8.554     0.112     0.048  -110.767   -64.982   -90.167   -10.459   -61.000   -86.000     0.000     0.000     0.000     0.000         8.458       0.00000   0.08824   0.00000   1.00000   0.00000   0.00000
   -64.961   -90.325    -9.465     0.093    -0.023    65.817   -65.013   -90.249    -8.554   -61.000   -86.000     0.000     0.000     0.000     0.000         8.873       0.00000   0.10533   0.00000   1.00000   0.00000   0.00000
   -65.278   -90.209    -8.264     0.182     0.030  -179.733   -64.983   -90.182    -9.465   -61.000   -86.000     0.000     0.000     0.000     0.000         9.200       0.00000   0.11958   0.00000   1.00000   0.00000   0.00000
   -65.071   -90.215    -7.814     0.054     0.011    17.625   -65.126   -90.183    -8.264   -61.000   -86.000     0.000     0.000     0.000     0.000         9.340       0.00000   0.11628   0.00000   1.00000   0.00000   0.00000
   -64.764   -89.980    -8.494     0.228    -0.017   -31.915   -65.085   -90.170    -7.814   -61.000   -86.000     0.000     0.000     0.000     0.000         9.299       0.00000   0.10661   0.00000   1.00000   0.00000   0.00000
   -64.762   -90.039    -7.480     0.131     0.026   -51.068   -64.932   -90.265    -8.494   -61.000   -86.000     0.000     0.000     0.000     0.000         9.072       0.00000   0.14057   0.00000   1.00000   0.00000   0.00000
   -64.670   -90.226    -7.441     0.113     0.001   -18.406   -64.867   -90.346    -7.480   -61.000   -86.000     0.000     0.000     0.000     0.000         9.039       0.00000   0.12583   0.00000   1.00000   0.00000   0.00000
   -64.704   -90.452    -7.672     0.074    -0.006    62.845   -64.782   -90.374    -7.441   -61.000   -86.000     0.000     0.000     0.000     0.000         8.433       0.00000   0.11792   0.00000   1.00000   0.00000   0.00000
   -64.618   -90.283    -5.719     0.087     0.049   -26.903   -64.756   -90.322    -7.672   -61.000   -86.000     0.000     0.000     0.000     0.000         8.505       0.00000   0.11853   0.00000   1.00000   0.00000   0.00000
   -64.553   -90.143    -7.399     0.141    -0.043   -57.184   -64.695   -90.353    -5.719   -61.000   -86.000     0.000     0.000     0.000     0.000         8.095       0.00000   0.13258   0.00000   1.00000   0.00000   0.00000
   -64.788   -90.465    -6.351     0.113     0.027   155.284   -64.634   -90.447    -7.399   -61.000   -86.000     0.000     0.000     0.000     0.000         9.188       0.00000   0.12177   0.00000   1.00000   0.00000   0.00000
   -64.600   -90.414    -7.923     0.079    -0.040    -2.896   -64.716   -90.409    -6.351   -61.000   -86.000     0.000     0.000     0.000     0.000         8.381       0.00000   0.13256   0.00000   1.00000   0.00000   0.00000
   -64.521   -90.487    -8.623     0.086    -0.018    31.339   -64.653   -90.413    -7.923   -61.000   -86.000     0.000     0.000     0.000     0.000         8.839       0.00000   0.12627   0.00000   1.00000   0.00000   0.00000
   -64.792   -90.305    -9.670     0.140    -0.026  -155.998   -64.595   -90.377    -8.623   -61.000   -86.000     0.000     0.000     0.000     0.000         8.962       0.00000   0.10908   0.00000   1.00000   0.00000   0.00000
   -64.719   -90.361    -7.929     0.023     0.044   -95.116   -64.697   -90.422    -9.670   -61.000   -86.000     0.000     0.000     0.000     0.000         8.986       0.00000   0.11743   0.00000   1.00000   0.00000   0.00000
   -64.682   -90.476    -8.340     0.034    -0.010    68.480   -64.698   -90.440    -7.929   -61.000   -86.000     0.000     0.000     0.000     0.000         8.828       0.00000   0.11783   0.00000   1.00000   0.00000   0.00000
   -64.575   -90.661    -4.776     0.157     0.090    64.339   -64.688   -90.415    -8.340   -61.000   -86.000     0.000     0.000     0.000     0.000         8.647       0.00000   0.09888   0.00000   1.00000   0.00000   0.00000
   -64.396   -90.519    -5.883     0.163    -0.028    32.471   -64.634   -90.303    -4.776   -61.000   -86.000     0.000     0.000     0.000     0.000         8.242       0.00000   0.11527   0.00000   1.00000   0.00000   0.00000
